pca_components,alpha,umap_n_components,umap_n_neighbors,min_cluster_size,min_samples,cluster_selection_method,n_clusters,n_outliers,outlier_pct,silhouette_global,min_cluster_silhouette,n_bad_clusters,n_weak_clusters,largest_cluster_pct,davies_bouldin,score,meets_all
70,0.5,25,20,50,50,leaf,14,2201,62.43971631205674,0.621218740940094,0.35462728,0,0,5.418439716312057,0.4826350803523887,-1848.7943262411347,False
60,0.6,20,15,60,50,leaf,9,2201,62.43971631205674,0.5543323755264282,0.2833863,0,0,7.74468085106383,0.5583970468055648,-1848.7943262411347,False
60,0.4,25,20,50,50,leaf,13,2202,62.46808510638297,0.5956928730010986,0.32469484,0,0,5.0212765957446805,0.5678114254830929,-1849.3617021276596,False
60,0.4,30,15,50,50,leaf,12,2204,62.52482269503547,0.5674867033958435,0.33126235,0,0,4.539007092198582,0.6093165274557449,-1850.4964539007094,False
50,0.5,25,20,50,30,eom,4,660,18.72340425531915,-0.03481068089604378,-0.11980326,1,0,72.36879432624114,0.911469225198155,-1851.0932837104333,False
60,0.6,20,15,50,50,leaf,12,2206,62.58156028368794,0.58878093957901,0.40833884,0,0,6.893617021276596,0.5125019602555826,-1851.6312056737588,False
50,0.4,20,20,60,50,leaf,10,2212,62.75177304964539,0.5305787920951843,0.31815752,0,0,7.687943262411348,0.6661560350935408,-1855.0354609929077,False
50,0.4,20,20,40,40,leaf,17,2214,62.808510638297875,0.5936034917831421,0.30918953,0,0,5.134751773049646,0.5422927330649973,-1856.1702127659576,False
70,0.3,20,20,50,50,leaf,11,2214,62.808510638297875,0.5478419661521912,0.29356855,0,0,11.659574468085106,0.516329279186045,-1856.1702127659576,False
50,0.3,30,15,60,40,leaf,11,2216,62.86524822695036,0.5654453039169312,0.281117,0,0,5.304964539007092,0.639857052369816,-1857.3049645390072,False
60,0.4,25,20,60,40,leaf,10,2216,62.86524822695036,0.5304821729660034,0.360063,0,0,8.453900709219859,0.5972138967125258,-1857.3049645390072,False
50,0.3,30,15,50,50,leaf,11,2220,62.97872340425532,0.5458831191062927,0.3586823,0,0,10.49645390070922,0.5708030409491971,-1859.5744680851064,False
60,0.4,20,15,60,40,eom,4,964,27.347517730496453,-0.008740906603634357,-0.12705006,1,0,59.829787234042556,1.2072776505129363,-1859.6186802521718,False
50,0.4,30,15,50,50,eom,2,458,12.99290780141844,0.35923418402671814,0.32949907,0,0,82.01418439716312,0.655943817319621,-1860.2836879432625,False
60,0.4,30,20,50,40,leaf,12,2222,63.0354609929078,0.5756919980049133,0.34131718,0,0,5.50354609929078,0.5591536771076996,-1860.709219858156,False
50,0.4,30,20,60,50,leaf,9,2223,63.06382978723404,0.5405905246734619,0.3867627,0,0,12.368794326241135,0.6118954003068879,-1861.276595744681,False
60,0.5,20,10,50,50,leaf,12,2223,63.06382978723404,0.5535191893577576,0.2766982,0,0,7.574468085106383,0.5671720873013616,-1861.276595744681,False
50,0.4,25,15,50,50,leaf,13,2224,63.09219858156029,0.6024932265281677,0.37878963,0,0,5.049645390070922,0.5389602385887599,-1861.843971631206,False
50,0.4,30,20,60,40,leaf,12,2225,63.12056737588653,0.5629239082336426,0.11957519,0,1,5.134751773049646,0.6225710493521781,-1862.4113475177305,False
50,0.5,30,20,60,40,eom,3,835,23.68794326241135,0.046643149107694626,-0.03036129,1,0,67.60283687943263,1.0279679951682585,-1862.706794240479,False
70,0.6,20,20,60,50,leaf,8,2228,63.205673758865245,0.5699760317802429,0.47477084,0,0,7.404255319148937,0.6222145431524834,-1864.113475177305,False
60,0.3,30,20,50,50,leaf,11,2232,63.31914893617021,0.538735032081604,0.2970334,0,0,12.056737588652481,0.5221960426322309,-1866.3829787234042,False
50,0.3,20,20,60,40,leaf,9,2234,63.3758865248227,0.521321713924408,0.27329355,0,0,12.99290780141844,0.5462367015795936,-1867.517730496454,False
50,0.4,20,15,50,50,leaf,13,2235,63.40425531914894,0.6035180687904358,0.31882623,0,0,4.73758865248227,0.533049272123852,-1868.0851063829787,False
60,0.4,25,20,40,40,leaf,18,2237,63.46099290780142,0.6297107934951782,0.29863843,0,0,4.113475177304964,0.4847812828200601,-1869.2198581560283,False
60,0.4,30,20,60,40,leaf,10,2237,63.46099290780142,0.5464939475059509,0.30793822,0,0,6.49645390070922,0.6041840391014655,-1869.2198581560283,False
70,0.6,30,20,60,50,eom,2,454,12.879432624113477,0.36650732159614563,0.34078178,0,0,82.72340425531914,0.6428923655828412,-1869.6453900709218,False
70,0.3,20,10,50,50,leaf,12,2238,63.48936170212765,0.5854479074478149,0.34361172,0,0,5.361702127659575,0.5959818793160423,-1869.787234042553,False
60,0.5,30,15,50,50,eom,2,455,12.907801418439716,0.3613169491291046,0.33593976,0,0,82.95035460992908,0.6285529323324046,-1871.3475177304965,False
70,0.4,20,15,50,50,leaf,12,2242,63.60283687943262,0.5367359519004822,0.23265204,0,0,9.75886524822695,0.5706398125462385,-1872.0567375886526,False
60,0.4,20,15,50,50,leaf,13,2244,63.65957446808511,0.585239827632904,0.32656083,0,0,6.297872340425532,0.576349346888659,-1873.1914893617022,False
60,0.6,25,20,60,50,eom,2,449,12.737588652482271,0.35968708992004395,0.33341682,0,0,82.83687943262412,0.6500168926496743,-1873.6170212765958,False
60,0.3,30,15,60,50,leaf,11,2247,63.744680851063826,0.5096577405929565,0.122124754,0,1,5.588652482269504,0.7090751621047052,-1874.8936170212764,False
50,0.3,20,10,50,40,eom,2,414,11.74468085106383,0.3944181203842163,0.35974398,0,0,81.21985815602837,0.6638521347860981,-1877.304964539007,False
60,0.5,20,20,60,50,leaf,9,2253,63.91489361702127,0.6125319600105286,0.4151071,0,0,7.00709219858156,0.5207450979360033,-1878.2978723404253,False
60,0.3,20,20,50,40,leaf,14,2256,64.0,0.6041253209114075,0.3317859,0,0,5.0212765957446805,0.5510164038338086,-1880.0,False
70,0.4,25,20,50,30,leaf,14,1730,49.07801418439716,0.44445881247520447,-0.051356122,1,0,7.546099290780142,0.7839892591020551,-1881.5602836879432,False
70,0.4,25,15,50,50,leaf,12,2259,64.08510638297872,0.5525875091552734,0.13928846,0,1,6.723404255319148,0.625801601098007,-1881.7021276595744,False
70,0.3,25,15,50,50,leaf,11,2259,64.08510638297872,0.5279756784439087,0.26523688,0,0,7.00709219858156,0.6832154824475801,-1881.7021276595744,False
70,0.4,30,20,60,50,leaf,12,2260,64.11347517730496,0.6137180328369141,0.4065298,0,0,5.049645390070922,0.5363537697281231,-1882.2695035460993,False
70,0.4,25,15,60,50,eom,2,428,12.141843971631205,0.35818469524383545,0.3294302,0,0,82.95035460992908,0.6588157069612268,-1886.6666666666667,False
50,0.4,30,15,60,50,eom,2,432,12.25531914893617,0.35735344886779785,0.33023682,0,0,83.20567375886525,0.6457186570115931,-1886.950354609929,False
70,0.3,20,10,60,50,eom,2,417,11.829787234042554,0.3742804527282715,0.34269035,0,0,82.5531914893617,0.6417974823164664,-1888.9361702127658,False
50,0.4,30,20,60,50,eom,2,421,11.943262411347517,0.35794389247894287,0.32784024,0,0,82.8936170212766,0.6585879792329451,-1890.0709219858156,False
50,0.6,20,20,60,50,eom,2,424,12.02836879432624,0.37445029616355896,0.3465693,0,0,83.06382978723404,0.6406829681214887,-1890.0709219858156,False
60,0.4,25,15,60,50,leaf,12,2278,64.6241134751773,0.5962979793548584,0.39810875,0,0,5.617021276595745,0.5665741289893682,-1892.482269503546,False
70,0.6,30,20,50,50,eom,2,423,12.0,0.3756960332393646,0.34896472,0,0,83.26241134751773,0.6395872491722663,-1892.6241134751772,False
60,0.4,25,15,60,50,eom,2,428,12.141843971631205,0.34500011801719666,0.31856555,0,0,83.57446808510637,0.6551796614635595,-1892.9078014184397,False
60,0.4,30,10,50,40,eom,2,399,11.319148936170214,0.3884890079498291,0.3544036,0,0,82.15602836879434,0.6474408811466189,-1895.1773049645392,False
70,0.5,25,20,60,40,eom,3,791,22.43971631205674,0.04111822694540024,-0.03374321,1,0,70.66666666666667,0.9919627673205832,-1896.1075531939666,False
50,0.3,25,15,60,50,leaf,11,2285,64.822695035461,0.5768389105796814,0.23766758,0,0,7.375886524822695,0.5624597440527519,-1896.4539007092199,False
50,0.5,20,20,60,50,leaf,9,2289,64.93617021276596,0.5881019830703735,0.457362,0,0,6.2695035460992905,0.5899908102539952,-1898.723404255319,False
70,0.3,30,20,50,50,leaf,12,2294,65.07801418439716,0.5497546195983887,0.28649378,0,0,10.666666666666668,0.539497984471505,-1901.5602836879432,False
60,0.6,25,15,50,50,eom,2,410,11.631205673758865,0.3695412874221802,0.34272125,0,0,83.65957446808511,0.6507541689216074,-1903.971631205674,False
60,0.4,20,20,50,50,leaf,12,2302,65.30496453900709,0.5893547534942627,0.20299003,0,0,5.560283687943262,0.6205642960713701,-1906.0992907801417,False
50,0.4,20,20,50,50,leaf,12,2302,65.30496453900709,0.575865626335144,0.22030233,0,0,5.106382978723404,0.5877616435232803,-1906.0992907801417,False
70,0.3,30,15,50,50,leaf,13,2303,65.33333333333333,0.587512195110321,0.33821002,0,0,4.652482269503546,0.6042725845985747,-1906.6666666666665,False
60,0.4,30,20,50,50,leaf,13,2304,65.36170212765957,0.6185392737388611,0.38601312,0,0,4.907801418439716,0.5224815257265734,-1907.2340425531913,False
60,0.3,20,20,50,50,leaf,13,2307,65.4468085106383,0.6279953122138977,0.3912419,0,0,4.907801418439716,0.5267131171872971,-1908.9361702127662,False
60,0.4,30,20,50,20,eom,3,276,7.829787234042553,0.1472286731004715,0.10593729,0,2,83.0354609929078,1.1397763294657548,-1910.144528697991,False
60,0.3,30,10,50,40,eom,2,375,10.638297872340425,0.39503419399261475,0.36125997,0,0,82.49645390070923,0.651558352416673,-1912.1985815602839,False
50,0.4,20,15,50,40,eom,2,389,11.035460992907801,0.36621689796447754,0.33605367,0,0,83.46099290780143,0.6663257826403262,-1913.900709219858,False
50,0.4,25,20,60,50,leaf,10,2322,65.87234042553192,0.5539670586585999,0.31410003,0,0,6.24113475177305,0.6470201016459466,-1917.4468085106382,False
60,0.3,30,20,50,30,leaf,13,1796,50.950354609929086,0.4627346694469452,-0.0031596744,1,1,7.631205673758864,0.7451367083898929,-1919.0070921985816,False
50,0.5,25,20,60,50,leaf,9,2328,66.04255319148936,0.6085903644561768,0.45537528,0,0,6.0992907801418434,0.5523225503145359,-1920.851063829787,False
50,0.3,30,10,50,50,eom,2,381,10.808510638297872,0.38216790556907654,0.3523003,0,0,83.74468085106383,0.6353377538818544,-1921.276595744681,False
70,0.3,30,10,60,50,eom,2,379,10.75177304964539,0.3870158791542053,0.35758767,0,0,83.88652482269504,0.624056606732217,-1923.8297872340427,False
50,0.6,25,20,60,50,eom,2,383,10.865248226950355,0.3681025207042694,0.3409798,0,0,84.3404255319149,0.6466594088526444,-1926.099290780142,False
70,0.5,20,10,60,30,eom,2,358,10.156028368794326,0.38178926706314087,0.3491859,0,0,83.0354609929078,0.6893666216425818,-1927.2340425531916,False
60,0.6,25,15,60,50,eom,2,383,10.865248226950355,0.36722835898399353,0.34100187,0,0,84.51063829787235,0.648420775980606,-1927.8014184397161,False
70,0.4,25,20,60,40,leaf,11,2343,66.46808510638297,0.6082431077957153,0.38427597,0,0,5.418439716312057,0.5361484167593363,-1929.3617021276596,False
50,0.4,30,15,50,50,leaf,13,2344,66.49645390070921,0.6311052441596985,0.40836942,0,0,4.709219858156028,0.5239110371587176,-1929.9290780141841,False
70,0.4,30,10,50,50,eom,2,374,10.609929078014185,0.3907085359096527,0.3636566,0,0,84.51063829787235,0.6080350366858992,-1932.9078014184397,False
50,0.6,20,10,60,30,eom,2,360,10.212765957446807,0.37223726511001587,0.34066758,0,0,83.82978723404256,0.671396127203484,-1934.0425531914893,False
50,0.3,20,15,50,50,eom,2,370,10.49645390070922,0.3461669087409973,0.31615716,0,0,84.42553191489361,0.6690954156712483,-1934.3262411347519,False
60,0.4,25,10,50,40,eom,2,359,10.184397163120568,0.40701496601104736,0.37844327,0,0,83.88652482269504,0.6306695138924955,-1935.177304964539,False
60,0.3,30,15,50,50,leaf,13,2355,66.80851063829788,0.6279303431510925,0.32201508,0,0,5.673758865248227,0.502056035108539,-1936.1702127659576,False
60,0.4,20,20,60,50,leaf,11,2364,67.06382978723404,0.6086921691894531,0.36668667,0,0,4.851063829787234,0.5617585172128535,-1941.276595744681,False
70,0.5,25,10,50,50,eom,2,370,10.49645390070922,0.3926773965358734,0.36829948,0,0,85.13475177304964,0.6017707821518614,-1941.4184397163122,False
70,0.4,20,20,50,50,leaf,12,2365,67.09219858156028,0.6077046990394592,0.35911408,0,0,5.049645390070922,0.5382531021007482,-1941.8439716312057,False
50,0.4,25,20,50,50,leaf,13,2365,67.09219858156028,0.639896035194397,0.4061416,0,0,5.361702127659575,0.4855076057755301,-1941.8439716312057,False
50,0.6,30,20,60,40,eom,2,354,10.042553191489361,0.36093002557754517,0.33137214,0,0,84.53900709219859,0.6741107319353824,-1944.5390070921987,False
70,0.3,25,20,60,50,leaf,10,2376,67.40425531914893,0.5600793361663818,0.23429503,0,0,7.773049645390071,0.5950184261280098,-1948.0851063829787,False
50,0.3,30,20,50,50,leaf,12,2384,67.63120567375887,0.6162019968032837,0.34844074,0,0,5.333333333333334,0.555774130267055,-1952.6241134751774,False
70,0.3,20,15,50,50,leaf,13,2386,67.68794326241134,0.6057530641555786,0.24014586,0,0,4.822695035460993,0.5665767662364788,-1953.7588652482268,False
70,0.3,30,10,50,30,eom,2,324,9.191489361702128,0.4005899429321289,0.36737058,0,0,83.77304964539007,0.6529211337106137,-1953.900709219858,False
60,0.3,20,15,60,50,leaf,11,2389,67.77304964539007,0.5791844129562378,0.30456793,0,0,4.822695035460993,0.5830183126126384,-1955.4609929078015,False
50,0.3,25,10,50,50,eom,2,340,9.645390070921986,0.38028088212013245,0.35107556,0,0,84.9645390070922,0.6356371400208033,-1956.7375886524824,False
60,0.6,30,20,50,50,eom,2,347,9.843971631205674,0.36297276616096497,0.3372754,0,0,85.53191489361703,0.657301664240548,-1958.4397163120568,False
50,0.3,20,20,50,40,eom,2,53,1.50354609929078,0.258521169424057,0.19229461,0,1,69.73049645390071,1.3686866934590085,-1967.2340425531916,False
70,0.6,30,15,60,40,eom,2,327,9.276595744680852,0.38411450386047363,0.35682955,0,0,85.33333333333334,0.6587865917984097,-1967.8014184397164,False
70,0.3,25,10,50,50,eom,2,322,9.134751773049645,0.38808727264404297,0.35808763,0,0,85.07801418439716,0.6373453694269511,-1968.0851063829787,False
70,0.6,30,15,60,50,eom,2,335,9.50354609929078,0.36583709716796875,0.34013733,0,0,85.87234042553192,0.647475914107175,-1968.6524822695035,False
60,0.4,25,20,50,50,eom,2,325,9.219858156028367,0.3643260896205902,0.3343806,0,0,85.36170212765958,0.6553673319346023,-1969.2198581560285,False
60,0.4,30,10,50,50,eom,2,329,9.333333333333334,0.3807773292064667,0.35343945,0,0,85.61702127659574,0.6324611624408962,-1969.5035460992906,False
70,0.4,30,20,50,50,eom,2,326,9.24822695035461,0.3458414077758789,0.31627733,0,0,85.61702127659574,0.6731423434731778,-1971.205673758865,False
70,0.6,25,20,50,40,eom,2,324,9.191489361702128,0.398857980966568,0.3715882,0,0,85.50354609929079,0.621044545494255,-1971.2056737588653,False
60,0.3,30,10,60,50,eom,2,324,9.191489361702128,0.3732892572879791,0.3453231,0,0,85.73049645390071,0.6348407415922079,-1973.4751773049645,False
70,0.3,25,20,50,50,leaf,12,2422,68.70921985815602,0.63689124584198,0.34793603,0,0,4.624113475177305,0.5121810767898288,-1974.1843971631204,False
70,0.4,20,15,60,50,leaf,10,2423,68.73758865248227,0.6264373064041138,0.5037887,0,0,4.851063829787234,0.5342227832573826,-1974.7517730496454,False
50,0.3,20,15,60,50,leaf,10,2430,68.93617021276596,0.5935455560684204,0.3084723,0,0,4.851063829787234,0.5969287390276209,-1978.723404255319,False
60,0.3,25,10,50,40,eom,2,297,8.425531914893616,0.38663947582244873,0.35373875,0,0,84.76595744680851,0.6667503477195865,-1979.1489361702127,False
70,0.6,25,15,60,50,eom,2,320,9.078014184397164,0.361318439245224,0.33457515,0,0,86.09929078014184,0.6659802460076566,-1979.4326241134752,False
70,0.6,30,10,60,20,eom,2,305,8.652482269503546,0.3732413649559021,0.3429647,0,0,85.27659574468085,0.6835880951374869,-1979.7163120567375,False
60,0.6,30,20,50,40,eom,2,313,8.879432624113475,0.38145124912261963,0.3532804,0,0,85.81560283687944,0.6423236472589083,-1980.5673758865248,False
60,0.4,25,10,50,50,eom,2,317,8.99290780141844,0.3819306790828705,0.355152,0,0,86.15602836879432,0.6194822674638868,-1981.7021276595744,False
60,0.6,30,20,60,50,eom,2,312,8.851063829787234,0.3741505742073059,0.3480088,0,0,86.35460992907802,0.6430797236392923,-1986.5248226950357,False
60,0.6,25,20,50,50,eom,2,306,8.680851063829788,0.37454652786254883,0.34881178,0,0,86.49645390070923,0.6435409986535312,-1991.3475177304965,False
60,0.6,20,15,60,50,eom,2,312,8.851063829787234,0.34645652770996094,0.3215772,0,0,86.8936170212766,0.6600905726314792,-1991.9148936170213,False
70,0.6,30,15,50,50,eom,2,309,8.76595744680851,0.3724927008152008,0.34800565,0,0,86.78014184397163,0.6391302500369873,-1992.4822695035461,False
70,0.6,25,10,50,40,eom,2,290,8.226950354609928,0.3843866288661957,0.35547954,0,0,86.04255319148936,0.6510685822197142,-1995.886524822695,False
60,0.4,30,15,60,50,eom,2,297,8.425531914893616,0.3459952175617218,0.31822544,0,0,86.66666666666667,0.6723486160781622,-1998.1560283687943,False
50,0.6,30,20,50,50,eom,2,292,8.283687943262413,0.35750100016593933,0.32949257,0,0,86.55319148936171,0.6686438985308489,-1999.858156028369,False
70,0.5,25,10,60,50,eom,2,291,8.25531914893617,0.38905173540115356,0.36158454,0,0,86.55319148936171,0.6215165768303179,-2000.4255319148938,False
50,0.3,25,10,60,30,eom,2,266,7.546099290780142,0.39239656925201416,0.3585296,0,0,85.39007092198581,0.658858000701985,-2002.9787234042553,False
50,0.7,25,15,60,20,eom,6,440,12.4822695035461,-0.20436501502990723,-0.34511346,1,0,74.21276595744682,1.8192902596012097,-2004.6647770184998,False
50,0.7,25,10,60,50,eom,2,419,11.886524822695035,0.054457467049360275,0.03416502,0,1,86.0709219858156,0.8735437201207793,-2005.7499898795752,False
50,0.3,20,10,50,50,eom,2,278,7.886524822695036,0.38643956184387207,0.35695758,0,0,86.41134751773049,0.6352683239113707,-2006.3829787234042,False
50,0.3,20,10,50,30,eom,2,262,7.4326241134751765,0.3892058730125427,0.3560007,0,0,85.50354609929079,0.6703285905417351,-2006.3829787234044,False
60,0.4,30,20,40,40,leaf,16,1955,55.46099290780142,0.4959653913974762,-0.0016574424,1,0,6.666666666666667,0.6381250144854385,-2009.2198581560283,False
60,0.3,25,10,60,40,eom,2,258,7.319148936170213,0.3975478708744049,0.36500028,0,0,85.61702127659574,0.6589733764629945,-2009.787234042553,False
70,0.6,25,15,50,50,eom,2,282,8.0,0.37837448716163635,0.3522008,0,0,87.12056737588652,0.6358882754395049,-2011.2056737588653,False
60,0.3,20,20,60,50,leaf,11,2499,70.8936170212766,0.6296228766441345,0.37653226,0,0,5.588652482269504,0.5255614548525034,-2017.872340425532,False
70,0.4,30,15,60,50,eom,2,265,7.5177304964539005,0.35589733719825745,0.32627094,0,0,87.00709219858156,0.6726636975537642,-2019.7163120567377,False
70,0.6,30,10,60,50,eom,2,274,7.773049645390071,0.37035179138183594,0.34540853,0,0,87.60283687943262,0.6398554114169236,-2020.5673758865246,False
50,0.6,30,10,60,40,eom,2,256,7.26241134751773,0.3791225254535675,0.3495034,0,0,86.95035460992908,0.6533469646632596,-2024.2553191489362,False
50,0.3,25,20,50,50,leaf,12,2512,71.26241134751773,0.6412807106971741,0.37682772,0,0,4.907801418439716,0.5044938313941351,-2025.2482269503546,False
70,0.5,20,15,50,50,eom,2,255,7.234042553191489,0.36442235112190247,0.33645293,0,0,87.54609929078015,0.6531815956566797,-2030.7801418439717,False
70,0.3,20,15,50,40,eom,2,235,6.666666666666667,0.32716885209083557,0.29133606,0,0,86.46808510638297,0.7466681502857965,-2031.3475177304963,False
70,0.4,20,20,60,50,leaf,8,2525,71.63120567375887,0.6254180669784546,0.43819326,0,0,9.446808510638299,0.5128919276140134,-2032.6241134751774,False
70,0.6,25,20,60,40,eom,2,249,7.0638297872340425,0.3771827220916748,0.34924656,0,0,87.48936170212765,0.6539556569033894,-2033.6170212765956,False
50,0.3,20,10,60,50,eom,2,241,6.836879432624113,0.38421356678009033,0.3551877,0,0,87.60283687943262,0.6276036674210627,-2039.2907801418437,False
70,0.4,30,15,60,30,eom,2,226,6.411347517730497,0.3458908796310425,0.31354147,0,0,86.92198581560284,0.7327379842450679,-2040.9929078014184,False
70,0.6,20,15,60,50,eom,2,243,6.893617021276596,0.37064626812934875,0.34359244,0,0,87.97163120567376,0.6517731094104643,-2041.8439716312055,False
70,0.6,20,20,60,50,eom,2,244,6.921985815602836,0.375019371509552,0.34864822,0,0,88.02836879432624,0.6451953624272662,-2041.843971631206,False
60,0.3,25,20,60,50,leaf,9,2546,72.22695035460993,0.6336974501609802,0.4249033,0,0,6.4397163120567384,0.5474493260698883,-2044.5390070921985,False
50,0.6,20,15,50,40,eom,2,230,6.524822695035461,0.3849099576473236,0.3577819,0,0,87.8581560283688,0.6605183634678785,-2048.0851063829787,False
60,0.3,20,10,50,50,eom,2,232,6.581560283687943,0.39348870515823364,0.3660407,0,0,88.08510638297872,0.6164686685010657,-2049.2198581560283,False
70,0.4,20,20,50,50,eom,2,231,6.553191489361702,0.3394973576068878,0.3095572,0,0,88.05673758865248,0.6853550027901931,-2049.503546099291,False
50,0.6,30,15,50,50,eom,2,230,6.524822695035461,0.3709980249404907,0.3443632,0,0,88.31205673758865,0.655841817848287,-2052.624113475177,False
70,0.3,30,15,50,50,eom,2,225,6.382978723404255,0.3740340769290924,0.34519535,0,0,88.08510638297872,0.6461990852277605,-2053.191489361702,False
50,0.3,20,15,60,50,eom,2,219,6.212765957446809,0.35275396704673767,0.32236996,0,0,88.19858156028369,0.6667716847582462,-2057.7304964539007,False
70,0.5,30,10,50,50,eom,2,216,6.127659574468085,0.3794834017753601,0.35151932,0,0,88.36879432624114,0.6410944921324653,-2061.1347517730496,False
60,0.6,30,15,50,50,eom,2,216,6.127659574468085,0.37793368101119995,0.3507698,0,0,88.51063829787233,0.6551383893808398,-2062.553191489362,False
70,0.6,20,20,50,50,eom,2,213,6.042553191489362,0.370974600315094,0.34296522,0,0,88.48226950354609,0.6622421763644643,-2063.971631205674,False
70,0.6,20,15,50,50,eom,2,214,6.070921985815603,0.3787841200828552,0.35339767,0,0,88.9645390070922,0.6393909065910756,-2068.22695035461,False
60,0.6,20,10,50,30,eom,2,194,5.50354609929078,0.3841472566127777,0.3544803,0,0,88.42553191489361,0.6577389635592065,-2074.1843971631206,False
50,0.4,20,10,50,20,eom,2,155,4.397163120567376,0.36242660880088806,0.33052307,0,0,86.43971631205673,0.8241837502579503,-2076.45390070922,False
70,0.3,20,20,60,50,leaf,8,2606,73.9290780141844,0.6249637007713318,0.46660095,0,0,4.9361702127659575,0.5349319875878403,-2078.581560283688,False
60,0.5,20,20,60,50,eom,2,198,5.617021276595745,0.3493792414665222,0.32159427,0,0,89.24822695035462,0.6679554278554155,-2080.1418439716313,False
60,0.6,20,20,50,40,eom,2,193,5.4751773049645385,0.367982417345047,0.33995935,0,0,88.9645390070922,0.6678326459613231,-2080.1418439716313,False
50,0.6,25,15,50,50,eom,2,197,5.588652482269504,0.37756192684173584,0.35260597,0,0,89.44680851063829,0.645322170882927,-2082.6950354609926,False
50,0.4,25,10,50,50,eom,2,186,5.276595744680851,0.3924107253551483,0.3646826,0,0,89.04964539007092,0.6288172827314015,-2084.9645390070923,False
50,0.3,20,15,60,40,eom,2,175,4.964539007092199,0.3312634229660034,0.29851314,0,0,88.56737588652483,0.7369713234527475,-2086.3829787234044,False
50,0.3,20,20,50,50,eom,2,184,5.219858156028369,0.32795071601867676,0.29852757,0,0,89.47517730496453,0.6995355711769897,-2090.354609929078,False
50,0.3,25,10,50,30,eom,2,162,4.595744680851064,0.3950110971927643,0.3630205,0,0,88.31205673758865,0.6591962261842749,-2091.205673758865,False
60,0.6,20,10,50,50,eom,2,179,5.078014184397163,0.36261793971061707,0.33462027,0,0,89.44680851063829,0.6679922900982059,-2092.9078014184397,False
50,0.5,25,15,50,40,eom,2,178,5.049645390070922,0.37564897537231445,0.34822425,0,0,89.47517730496453,0.6514126471719621,-2093.758865248227,False
60,0.5,20,10,50,50,eom,2,171,4.851063829787234,0.37422463297843933,0.34656072,0,0,89.47517730496453,0.6598689055000012,-2097.7304964539007,False
70,0.7,20,15,60,30,eom,2,164,4.652482269503546,0.33738404512405396,0.3051061,0,0,89.16312056737588,0.7055121400860379,-2098.581560283688,False
70,0.3,30,20,60,50,eom,2,171,4.851063829787234,0.33648744225502014,0.3063145,0,0,89.64539007092198,0.6863480743986683,-2099.432624113475,False
70,0.5,25,15,50,40,eom,2,136,3.858156028368794,0.35234153270721436,0.32346794,0,0,87.94326241134752,0.8308744040256081,-2102.2695035460993,False
50,0.3,30,10,60,20,eom,2,146,4.141843971631206,0.3846859633922577,0.35249263,0,0,88.76595744680851,0.677633394856777,-2104.822695035461,False
60,0.3,30,20,60,50,leaf,8,2653,75.26241134751773,0.5900923609733582,0.37357065,0,0,4.453900709219858,0.6568131523861023,-2105.2482269503544,False
70,0.5,20,20,50,40,eom,2,163,4.624113475177305,0.34830304980278015,0.31942576,0,0,89.87234042553192,0.6805152434395646,-2106.241134751773,False
70,0.6,25,10,60,50,eom,2,158,4.4822695035460995,0.35874199867248535,0.33054903,0,0,89.9290780141844,0.6783874100676708,-2109.645390070922,False
60,0.5,30,15,50,40,eom,2,127,3.602836879432624,0.33396920561790466,0.30392885,0,0,88.25531914893617,0.8568973495429345,-2110.496453900709,False
50,0.3,25,15,60,50,eom,2,147,4.170212765957447,0.347565621137619,0.31603009,0,0,89.87234042553192,0.6829462830606139,-2115.31914893617,False
60,0.3,25,10,40,40,eom,3,0,0.0,0.3855453431606293,0.3462821,0,0,91.63120567375887,0.5270412316132016,-2116.3120567375886,False
60,0.5,25,10,50,50,eom,2,143,4.056737588652482,0.3786182999610901,0.348637,0,0,89.87234042553192,0.6526996464545728,-2117.5886524822695,False
50,0.5,25,10,50,50,eom,2,148,4.198581560283688,0.38433435559272766,0.35690212,0,0,90.24113475177305,0.6373673714927099,-2118.4397163120566,False
70,0.6,25,20,50,50,eom,2,147,4.170212765957447,0.3721500039100647,0.34561908,0,0,90.49645390070921,0.654616126778988,-2121.5602836879434,False
70,0.7,30,20,50,50,eom,2,138,3.9148936170212765,0.33160600066185,0.30021912,0,0,90.0709219858156,0.7084425437801504,-2122.4113475177305,False
60,0.6,25,10,50,50,eom,2,138,3.9148936170212765,0.3649156987667084,0.336262,0,0,90.4113475177305,0.6688292624271863,-2125.8156028368794,False
60,0.6,30,15,40,40,eom,3,0,0.0,0.3794271647930145,0.34399632,0,0,92.62411347517731,0.5188547615014281,-2126.241134751773,False
50,0.5,25,15,60,50,eom,2,137,3.8865248226950353,0.34041646122932434,0.31206548,0,0,90.72340425531915,0.6903507386885995,-2129.503546099291,False
60,0.6,20,15,50,50,eom,2,135,3.829787234042553,0.3756300210952759,0.34938914,0,0,90.7517730496454,0.6598519836630685,-2130.921985815603,False
50,0.6,20,10,50,50,eom,2,130,3.6879432624113475,0.37305957078933716,0.34391034,0,0,90.49645390070921,0.6576125635531272,-2131.205673758865,False
50,0.3,30,10,60,40,eom,2,579,16.425531914893618,-0.024962985888123512,-0.05103807,1,0,81.2482269503546,1.2533918306574356,-2134.9637624476077,False
